,0
2998,0
2999,2
3000,7
3001,5
3002,2
3003,6
3004,0
3005,7
3006,8
3007,4
3008,6
3009,5
3010,1
3011,4
3012,3
3013,8
3014,1
3015,5
3016,3
3017,6
3018,9
3019,2
3020,8
3021,2
3022,7
3023,1
3024,2
3025,0
3026,2
3027,3
3028,3
3029,1
3030,2
3031,7
3032,8
3033,0
3034,0
3035,5
3036,0
3037,0
3038,5
3039,2
3040,6
3041,6
3042,0
3043,9
3044,8
3045,6
3046,6
3047,4
3048,4
3049,1
3050,6
3051,7
3052,6
3053,9
3054,6
3055,1
3056,4
3057,3
3058,5
3059,2
3060,7
3061,9
3062,4
3063,5
3064,9
3065,9
3066,7
3067,8
3068,4
3069,8
3070,6
3071,7
3072,9
3073,6
3074,6
3075,9
3076,8
3077,5
3078,0
3079,6
3080,2
3081,0
3082,6
3083,7
3084,2
3085,2
3086,0
3087,0
3088,3
3089,7
3090,2
3091,6
3092,2
3093,3
3094,9
3095,5
3096,3
3097,9
3098,1
3099,8
3100,8
3101,2
3102,7
3103,7
3104,4
3105,0
3106,6
3107,3
3108,6
3109,5
3110,2
3111,1
3112,0
3113,5
3114,0
3115,0
3116,1
3117,1
3118,3
3119,6
3120,4
3121,0
3122,0
3123,0
3124,1
3125,6
3126,7
3127,6
3128,0
3129,2
3130,1
3131,8
3132,6
3133,2
3134,7
3135,8
3136,2
3137,2
3138,2
3139,1
3140,9
3141,0
3142,6
3143,2
3144,4
3145,6
3146,5
3147,4
3148,8
3149,8
3150,5
3151,7
3152,8
3153,8
3154,9
3155,9
3156,0
3157,4
3158,2
3159,0
3160,9
3161,1
3162,2
3163,3
3164,7
3165,8
3166,2
3167,1
3168,3
3169,4
3170,0
3171,5
3172,7
3173,3
3174,5
3175,8
3176,0
3177,1
3178,9
3179,1
3180,3
3181,9
3182,2
3183,0
3184,7
3185,2
3186,5
3187,9
3188,4
3189,8
3190,1
3191,7
3192,6
3193,9
3194,7
3195,2
3196,4
3197,9
3198,1
3199,5
3200,4
3201,4
3202,8
3203,9
3204,5
3205,9
3206,9
3207,8
3208,6
3209,7
3210,6
3211,6
3212,8
3213,6
3214,8
3215,5
3216,3
3217,2
3218,7
3219,8
3220,5
3221,5
3222,5
3223,0
3224,1
3225,1
3226,1
3227,8
3228,7
3229,0
3230,0
3231,9
3232,7
3233,8
3234,2
3235,0
3236,6
3237,6
3238,9
3239,7
3240,7
3241,3
3242,2
3243,2
3244,4
3245,0
3246,1
3247,1
3248,3
3249,6
3250,5
3251,1
3252,6
3253,1
3254,5
3255,3
3256,8
3257,2
3258,3
3259,3
3260,5
3261,3
3262,8
3263,4
3264,0
3265,2
3266,7
3267,0
3268,4
3269,8
3270,3
3271,8
3272,8
3273,9
3274,0
3275,8
3276,1
3277,0
3278,0
3279,2
3280,3
3281,4
3282,9
3283,6
3284,8
3285,2
3286,3
3287,0
3288,6
3289,7
3290,9
3291,5
3292,2
3293,5
3294,7
3295,9
3296,3
3297,1
3298,9
3299,2
3300,6
3301,7
3302,3
3303,9
3304,5
3305,6
3306,5
3307,4
3308,5
3309,0
3310,3
3311,3
3312,7
3313,7
3314,1
3315,0
3316,2
3317,7
3318,5
3319,5
3320,2
3321,1
3322,3
3323,8
3324,9
3325,3
3326,5
3327,7
3328,6
3329,8
3330,1
3331,5
3332,2
3333,1
3334,7
3335,2
3336,5
3337,8
3338,3
3339,0
3340,8
3341,3
3342,8
3343,8
3344,8
3345,9
3346,2
3347,2
3348,5
3349,4
3350,7
3351,9
3352,0
3353,9
3354,9
3355,1
3356,8
3357,3
3358,8
3359,0
3360,1
3361,1
3362,3
3363,7
3364,1
3365,1
3366,5
3367,5
3368,9
3369,0
3370,1
3371,9
3372,0
3373,3
3374,1
3375,6
3376,3
3377,5
3378,2
3379,8
3380,6
3381,9
3382,0
3383,3
3384,8
3385,4
3386,4
3387,7
3388,9
3389,7
3390,0
3391,4
3392,2
3393,4
3394,9
3395,0
3396,1
3397,8
3398,0
3399,9
3400,6
3401,9
3402,9
3403,3
3404,6
3405,1
3406,5
3407,5
3408,9
3409,2
3410,0
3411,4
3412,4
3413,5
3414,4
3415,9
3416,4
3417,8
3418,4
3419,5
3420,0
3421,1
3422,7
3423,8
3424,4
3425,1
3426,1
3427,3
3428,4
3429,5
3430,7
3431,0
3432,2
3433,0
3434,3
3435,7
3436,1
3437,3
3438,7
3439,7
3440,0
3441,2
3442,8
3443,7
3444,5
3445,1
3446,9
3447,8
3448,7
3449,6
3450,8
3451,4
3452,6
3453,4
3454,8
3455,3
3456,9
3457,6
3458,2
3459,1
3460,1
3461,1
3462,2
3463,0
3464,5
3465,9
3466,4
3467,3
3468,8
3469,3
3470,1
3471,4
3472,2
3473,0
3474,1
3475,5
3476,7
3477,8
3478,0
3479,2
3480,9
3481,5
3482,9
3483,0
3484,0
3485,1
3486,7
3487,4
3488,4
3489,5
3490,3
3491,4
3492,9
3493,4
3494,3
3495,5
3496,5
3497,0
3498,1
3499,7
3500,6
3501,2
3502,0
3503,2
3504,8
3505,7
3506,8
3507,7
3508,5
3509,2
3510,3
3511,7
3512,4
3513,3
3514,0
3515,6
3516,9
3517,1
3518,6
3519,5
3520,7
3521,6
3522,1
3523,1
3524,3
3525,4
3526,0
3527,2
3528,6
3529,1
3530,0
3531,4
3532,0
3533,0
3534,8
3535,6
3536,1
3537,3
3538,5
3539,3
3540,4
3541,3
3542,8
3543,4
3544,5
3545,0
3546,8
3547,7
3548,4
3549,7
3550,6
3551,3
3552,8
3553,9
3554,5
3555,2
3556,0
3557,1
3558,5
3559,4
3560,2
3561,1
3562,0
3563,6
3564,6
3565,7
3566,8
3567,1
3568,2
3569,1
3570,9
3571,0
3572,8
3573,3
3574,4
3575,3
3576,9
3577,6
3578,2
3579,6
3580,9
3581,5
3582,1
3583,9
3584,5
3585,3
3586,2
3587,3
3588,2
3589,5
3590,6
3591,1
3592,5
3593,6
3594,7
3595,2
3596,9
3597,4
3598,9
3599,8
3600,5
3601,5
3602,1
3603,2
3604,1
3605,0
3606,4
3607,4
3608,9
3609,2
3610,9
3611,8
3612,2
3613,3
3614,0
3615,4
3616,6
3617,7
3618,2
3619,7
3620,5
3621,9
3622,1
3623,3
3624,9
3625,6
3626,9
3627,2
3628,2
3629,0
3630,4
3631,0
3632,4
3633,3
3634,4
3635,6
3636,4
3637,9
3638,0
3639,5
3640,1
3641,3
3642,9
3643,1
3644,3
3645,7
3646,7
3647,7
3648,4
3649,4
3650,3
3651,9
3652,9
3653,0
3654,0
3655,3
3656,3
3657,6
3658,3
3659,7
3660,2
3661,5
3662,5
3663,4
3664,2
3665,7
3666,2
3667,0
3668,0
3669,2
3670,2
3671,0
3672,8
3673,8
3674,3
3675,6
3676,8
3677,5
3678,7
3679,8
3680,3
3681,5
3682,5
3683,7
3684,8
3685,2
3686,6
3687,9
3688,5
3689,7
3690,3
3691,6
3692,5
3693,4
3694,7
3695,1
3696,0
3697,9
3698,1
3699,3
3700,1
3701,4
3702,1
3703,0
3704,7
3705,0
3706,7
3707,7
3708,2
3709,8
3710,5
3711,1
3712,4
3713,4
3714,8
3715,7
3716,6
3717,0
3718,8
3719,9
3720,1
3721,7
3722,3
3723,9
3724,4
3725,0
3726,8
3727,2
3728,9
3729,2
3730,1
3731,1
3732,9
3733,7
3734,5
3735,6
3736,6
3737,9
3738,5
3739,2
3740,8
3741,7
3742,6
3743,0
3744,4
3745,3
3746,1
3747,9
3748,8
3749,7
3750,7
3751,4
3752,5
3753,4
3754,2
3755,8
3756,3
3757,4
3758,5
3759,1
3760,9
3761,9
3762,3
3763,0
3764,1
3765,1
3766,6
3767,9
3768,4
3769,6
3770,7
3771,1
3772,5
3773,7
3774,5
3775,1
3776,4
3777,2
3778,6
3779,0
3780,5
3781,1
3782,1
3783,4
3784,5
3785,1
3786,6
3787,7
3788,2
3789,4
3790,1
3791,9
3792,9
3793,0
3794,4
3795,1
3796,6
3797,8
3798,3
3799,0
3800,8
3801,3
3802,5
3803,9
3804,3
3805,5
3806,7
3807,6
3808,7
3809,1
3810,4
3811,1
3812,2
3813,8
3814,0
3815,3
3816,1
3817,3
3818,3
3819,7
3820,7
3821,5
3822,2
3823,2
3824,1
3825,3
3826,4
3827,0
3828,9
3829,4
3830,5
3831,8
3832,5
3833,7
3834,2
3835,9
3836,1
3837,3
3838,7
3839,9
3840,0
3841,5
3842,1
3843,4
3844,9
3845,6
3846,5
3847,6
3848,8
3849,5
3850,8
3851,8
3852,3
3853,3
3854,7
3855,4
3856,3
3857,3
3858,7
3859,0
3860,7
3861,2
3862,8
3863,0
3864,4
3865,5
3866,1
3867,2
3868,3
3869,8
3870,6
3871,5
3872,5
3873,2
3874,4
3875,6
3876,9
3877,2
3878,7
3879,8
3880,0
3881,1
3882,2
3883,5
3884,3
3885,3
3886,7
3887,2
3888,8
3889,3
3890,0
3891,3
3892,9
3893,2
3894,2
3895,2
3896,8
3897,2
3898,9
3899,0
3900,5
3901,1
3902,4
3903,8
3904,5
3905,4
3906,3
3907,2
3908,0
3909,8
3910,8
3911,2
3912,6
3913,4
3914,6
3915,9
3916,6
3917,9
3918,9
3919,9
3920,3
3921,0
3922,9
3923,8
3924,6
3925,1
3926,1
3927,0
3928,9
3929,9
3930,4
3931,3
3932,9
3933,6
3934,5
3935,1
3936,4
3937,1
3938,8
3939,5
3940,2
3941,9
3942,5
3943,0
3944,4
3945,6
3946,1
3947,6
3948,0
3949,5
3950,6
3951,7
3952,9
3953,9
3954,9
3955,6
3956,6
3957,0
3958,1
3959,9
3960,5
3961,5
3962,0
3963,6
3964,4
3965,5
3966,8
3967,2
3968,4
3969,1
3970,0
3971,2
3972,5
3973,8
3974,6
3975,6
3976,2
3977,4
3978,9
3979,4
3980,7
3981,1
3982,9
3983,1
3984,1
3985,1
3986,6
3987,1
3988,1
3989,6
3990,9
3991,6
3992,0
3993,4
3994,9
3995,1
3996,3
3997,5
3998,8
3999,6
4000,2
4001,0
4002,7
4003,2
4004,3
4005,9
4006,3
4007,5
4008,8
4009,2
4010,4
4011,6
4012,5
4013,9
4014,1
4015,8
4016,0
4017,4
4018,1
4019,7
4020,1
4021,6
4022,0
4023,5
4024,0
4025,2
4026,8
4027,6
4028,0
4029,6
4030,6
4031,8
4032,1
4033,1
4034,5
4035,6
4036,4
4037,6
4038,0
4039,6
4040,5
4041,2
4042,3
4043,6
4044,2
4045,2
4046,7
4047,3
4048,9
4049,6
4050,0
4051,1
4052,7
4053,6
4054,9
4055,7
4056,6
4057,2
4058,1
4059,7
4060,7
4061,2
4062,8
4063,0
4064,9
4065,7
4066,9
4067,7
4068,3
4069,0
4070,4
4071,0
4072,8
4073,5
4074,0
4075,8
4076,3
4077,9
4078,2
4079,2
4080,4
4081,5
4082,8
4083,8
4084,7
4085,1
4086,5
4087,6
4088,5
4089,3
4090,3
4091,6
4092,9
4093,2
4094,4
4095,1
4096,2
4097,9
4098,8
4099,4
4100,3
4101,8
4102,3
4103,3
4104,6
4105,2
4106,1
4107,7
4108,8
4109,7
4110,5
4111,7
4112,1
4113,9
4114,5
4115,4
4116,4
4117,7
4118,1
4119,0
4120,9
4121,7
4122,5
4123,2
4124,0
4125,9
4126,4
4127,9
4128,0
4129,4
4130,2
4131,8
4132,1
4133,1
4134,0
4135,0
4136,0
4137,6
4138,6
4139,1
4140,7
4141,7
4142,9
4143,3
4144,8
4145,5
4146,4
4147,9
4148,5
4149,2
4150,3
4151,9
4152,1
4153,8
4154,7
4155,1
4156,1
4157,2
4158,1
4159,0
4160,1
4161,7
4162,2
4163,4
4164,8
4165,4
4166,1
4167,3
4168,5
4169,8
4170,6
4171,5
4172,9
4173,4
4174,0
4175,3
4176,9
4177,9
4178,7
4179,0
4180,9
4181,8
4182,8
4183,2
4184,1
4185,2
4186,7
4187,0
4188,1
4189,3
4190,2
4191,2
4192,6
4193,2
4194,9
4195,7
4196,0
4197,7
4198,3
4199,9
4200,7
4201,3
4202,0
4203,0
4204,4
4205,1
4206,8
4207,2
4208,3
4209,4
4210,2
4211,4
4212,5
4213,8
4214,5
4215,3
4216,5
4217,7
4218,9
4219,1
4220,5
4221,4
4222,0
4223,8
4224,9
4225,8
4226,8
4227,1
4228,2
4229,5
4230,5
4231,3
4232,6
4233,9
4234,3
4235,2
4236,7
4237,4
4238,9
4239,5
4240,0
4241,6
4242,1
4243,3
4244,7
4245,3
4246,1
4247,6
4248,4
4249,3
4250,0
4251,3
4252,5
4253,9
4254,9
4255,7
4256,9
4257,1
4258,3
4259,6
4260,6
4261,6
4262,3
4263,9
4264,5
4265,4
4266,5
4267,2
4268,9
4269,5
4270,6
4271,0
4272,8
4273,7
4274,1
4275,7
4276,4
4277,9
4278,0
4279,3
4280,9
4281,5
4282,5
4283,4
4284,8
4285,6
4286,1
4287,9
4288,1
4289,1
4290,0
4291,1
4292,0
4293,6
4294,7
4295,7
4296,6
4297,5
4298,5
4299,0
4300,1
4301,2
4302,0
4303,8
4304,3
4305,3
4306,0
4307,6
4308,1
4309,2
4310,3
4311,8
4312,6
4313,5
4314,9
4315,9
4316,7
4317,8
4318,5
4319,3
4320,2
4321,7
4322,8
4323,2
4324,1
4325,4
4326,1
4327,2
4328,4
4329,1
4330,0
4331,9
4332,9
4333,4
4334,1
4335,0
4336,4
4337,1
4338,3
4339,5
4340,7
4341,1
4342,0
4343,8
4344,7
4345,1
4346,1
4347,5
4348,2
4349,8
4350,7
4351,6
4352,3
4353,1
4354,3
4355,7
4356,6
4357,6
4358,8
4359,9
4360,0
4361,1
4362,3
4363,6
4364,8
4365,5
4366,9
4367,8
4368,3
4369,6
4370,2
4371,4
4372,5
4373,5
4374,1
4375,5
4376,5
4377,0
4378,4
4379,5
4380,4
4381,4
4382,6
4383,7
4384,6
4385,4
4386,8
4387,4
4388,1
4389,2
4390,8
4391,1
4392,1
4393,5
4394,8
4395,0
4396,9
4397,2
4398,5
4399,3
4400,3
4401,3
4402,7
4403,6
4404,0
4405,8
4406,3
4407,2
4408,5
4409,2
4410,8
4411,1
4412,9
4413,4
4414,0
4415,0
4416,3
4417,1
4418,5
4419,4
4420,9
4421,2
4422,2
4423,7
4424,6
4425,0
4426,9
4427,9
4428,2
4429,8
4430,1
4431,6
4432,9
4433,2
4434,8
4435,8
4436,2
4437,5
4438,6
4439,4
4440,7
4441,9
4442,5
4443,4
4444,2
4445,0
4446,7
4447,4
4448,9
4449,0
4450,5
4451,6
4452,5
4453,6
4454,0
4455,6
4456,5
4457,2
4458,8
4459,5
4460,2
4461,2
4462,1
4463,4
4464,9
4465,0
4466,4
4467,8
4468,9
4469,7
4470,8
4471,9
4472,3
4473,9
4474,1
4475,3
4476,1
4477,3
4478,3
4479,4
4480,0
4481,7
4482,6
4483,1
4484,5
4485,3
4486,6
4487,4
4488,9
4489,9
4490,4
4491,3
4492,3
4493,3
4494,1
4495,6
4496,8
4497,1
4498,9
4499,4
4500,9
4501,8
4502,5
4503,7
4504,7
4505,3
4506,9
4507,2
4508,4
4509,1
4510,5
4511,2
4512,1
4513,6
4514,4
4515,1
4516,0
4517,2
4518,7
4519,4
4520,0
4521,5
4522,5
4523,5
4524,8
4525,9
4526,9
4527,3
4528,2
4529,2
4530,9
4531,3
4532,7
4533,4
4534,2
4535,6
4536,3
4537,8
4538,7
4539,2
4540,2
4541,7
4542,4
4543,6
4544,5
4545,2
4546,0
4547,3
4548,7
4549,0
4550,7
4551,4
4552,5
4553,9
4554,2
4555,6
4556,4
4557,2
4558,3
4559,0
4560,3
4561,9
4562,7
4563,8
4564,8
4565,2
4566,6
4567,9
4568,4
4569,4
4570,8
4571,9
4572,3
4573,1
4574,5
4575,9
4576,5
4577,8
4578,5
4579,0
4580,9
4581,5
4582,2
4583,6
4584,1
4585,5
4586,5
4587,8
4588,0
4589,4
4590,6
4591,4
4592,9
4593,4
4594,5
4595,9
4596,1
4597,4
4598,8
4599,8
4600,8
4601,1
4602,5
4603,8
4604,9
4605,6
4606,6
4607,0
4608,2
4609,0
4610,3
4611,2
4612,3
4613,5
4614,7
4615,3
4616,7
4617,9
4618,8
4619,2
4620,3
4621,2
4622,5
4623,5
4624,1
4625,1
4626,8
4627,9
4628,8
4629,6
4630,7
4631,5
4632,1
4633,0
4634,9
4635,5
4636,9
4637,8
4638,0
4639,6
4640,2
4641,8
4642,1
4643,3
4644,2
4645,2
4646,7
4647,9
4648,5
4649,1
4650,4
4651,5
4652,3
4653,7
4654,2
4655,5
4656,7
4657,5
4658,0
4659,9
4660,0
4661,8
4662,7
4663,0
4664,3
4665,6
4666,3
4667,7
4668,3
4669,8
4670,4
4671,5
4672,1
4673,4
4674,3
4675,3
4676,8
4677,7
4678,2
4679,9
4680,4
4681,7
4682,5
4683,5
4684,7
4685,3
4686,5
4687,2
4688,5
4689,9
4690,3
4691,3
4692,4
4693,3
4694,0
4695,4
4696,5
4697,1
4698,7
4699,6
4700,9
4701,7
4702,5
4703,7
4704,4
4705,2
4706,8
4707,1
4708,5
4709,0
4710,8
4711,7
4712,3
4713,1
4714,1
4715,5
4716,1
4717,7
4718,0
4719,0
4720,7
4721,0
4722,4
4723,5
4724,9
4725,4
4726,7
4727,5
4728,5
4729,5
4730,7
4731,8
4732,7
4733,7
4734,1
4735,7
4736,9
4737,7
4738,3
4739,7
4740,3
4741,4
4742,1
4743,9
4744,1
4745,5
4746,1
4747,2
4748,0
4749,8
4750,1
4751,7
4752,7
4753,9
4754,9
4755,4
4756,3
4757,4
4758,3
4759,2
4760,9
4761,4
4762,4
4763,8
4764,0
4765,3
4766,2
4767,2
4768,9
4769,6
4770,9
4771,5
4772,3
4773,3
4774,9
4775,5
4776,2
4777,1
4778,5
4779,9
4780,7
4781,7
4782,1
4783,4
4784,8
4785,5
4786,7
4787,1
4788,7
4789,3
4790,2
4791,8
4792,3
4793,8
4794,9
4795,2
4796,8
4797,9
4798,2
4799,1
4800,3
4801,2
4802,3
4803,1
4804,3
4805,0
4806,1
4807,7
4808,5
4809,3
4810,5
4811,5
4812,7
4813,1
4814,9
4815,0
4816,7
4817,0
4818,5
4819,7
4820,1
4821,4
4822,7
4823,3
4824,8
4825,8
4826,1
4827,9
4828,5
4829,7
4830,7
4831,6
4832,7
4833,0
4834,5
4835,2
4836,7
4837,6
4838,6
4839,9
4840,7
4841,7
4842,3
4843,9
4844,5
4845,8
4846,6
4847,6
4848,7
4849,6
4850,3
4851,4
4852,1
4853,6
4854,0
4855,4
4856,0
4857,7
4858,9
4859,7
4860,5
4861,9
4862,6
4863,5
4864,7
4865,0
4866,8
4867,8
4868,4
4869,9
4870,9
4871,9
4872,0
4873,3
4874,4
4875,8
4876,2
4877,5
4878,6
4879,3
4880,9
4881,7
4882,6
4883,7
4884,1
4885,7
4886,7
4887,7
4888,6
4889,0
4890,7
4891,1
4892,4
4893,8
4894,9
4895,0
4896,7
4897,6
4898,7
4899,4
4900,2
4901,2
4902,6
4903,7
4904,9
4905,9
4906,1
4907,3
4908,4
4909,2
4910,0
4911,2
4912,2
4913,1
4914,9
4915,0
4916,8
4917,0
4918,2
4919,5
4920,1
4921,9
4922,6
4923,4
4924,9
4925,3
4926,5
4927,5
4928,5
4929,2
4930,1
4931,9
4932,0
4933,7
4934,7
4935,0
4936,4
4937,2
4938,0
4939,1
4940,3
4941,1
4942,4
4943,6
4944,0
4945,2
4946,7
4947,0
4948,2
4949,5
4950,0
4951,0
4952,1
4953,8
4954,7
4955,9
4956,8
4957,4
4958,8
4959,5
4960,2
4961,3
4962,6
4963,2
4964,9
4965,8
4966,9
4967,4
4968,2
4969,7
4970,8
4971,4
4972,7
4973,5
4974,4
4975,2
4976,8
4977,2
4978,9
4979,5
4980,7
4981,5
4982,4
4983,4
4984,9
4985,8
4986,4
4987,0
4988,8
4989,4
4990,6
4991,3
4992,3
4993,1
4994,0
4995,0
4996,9
4997,1
4998,1
4999,7
5000,7
5001,9
5002,6
5003,2
5004,3
5005,6
5006,9
5007,2
5008,6
5009,0
5010,4
5011,3
5012,0
5013,2
5014,1
5015,3
5016,0
5017,3
5018,8
5019,4
5020,6
5021,0
5022,8
5023,7
5024,1
5025,1
5026,1
5027,3
5028,7
5029,5
5030,5
5031,8
5032,4
5033,1
5034,9
5035,0
5036,7
5037,6
5038,5
5039,0
5040,8
5041,0
5042,2
5043,6
5044,6
5045,5
5046,1
5047,3
5048,3
5049,1
5050,5
5051,4
5052,4
5053,7
5054,5
5055,1
5056,9
5057,2
5058,6
5059,8
5060,5
5061,2
5062,1
5063,2
5064,0
5065,8
5066,2
5067,7
5068,5
5069,2
5070,3
5071,0
5072,7
5073,2
5074,9
5075,5
5076,5
5077,4
5078,7
5079,2
5080,3
5081,6
5082,5
5083,4
5084,3
5085,7
5086,7
5087,7
5088,9
5089,4
5090,0
5091,1
5092,7
5093,0
5094,5
5095,4
5096,4
5097,4
5098,8
5099,4
5100,5
5101,1
5102,4
5103,2
5104,5
5105,2
5106,3
5107,3
5108,0
5109,3
5110,4
5111,1
5112,9
5113,1
5114,4
5115,0
5116,3
5117,6
5118,9
5119,1
5120,6
5121,6
5122,4
5123,2
5124,6
5125,9
5126,3
5127,0
5128,9
5129,0
5130,8
5131,7
5132,0
5133,9
5134,5
5135,6
5136,8
5137,0
5138,4
5139,0
5140,7
5141,4
5142,1
5143,6
5144,5
5145,3
5146,5
5147,7
5148,0
5149,9
5150,1
5151,0
5152,5
5153,4
5154,8
5155,7
5156,1
5157,4
5158,8
5159,8
5160,6
5161,8
5162,7
5163,3
5164,4
5165,0
5166,1
5167,8
5168,3
5169,6
5170,9
5171,4
5172,8
5173,0
5174,3
5175,2
5176,2
5177,0
5178,0
5179,4
5180,0
5181,8
5182,4
5183,5
5184,9
5185,2
5186,8
5187,8
5188,2
5189,7
5190,5
5191,3
5192,4
5193,2
5194,3
5195,5
5196,0
5197,6
5198,5
5199,2
5200,8
5201,4
5202,7
5203,6
5204,4
5205,9
5206,7
5207,0
5208,4
5209,3
5210,3
5211,6
5212,3
5213,9
5214,9
5215,4
5216,7
5217,5
5218,2
5219,9
5220,2
5221,8
5222,7
5223,0
5224,7
5225,0
5226,5
5227,6
5228,5
5229,6
5230,5
5231,0
5232,7
5233,6
5234,8
5235,7
5236,1
5237,0
5238,9
5239,9
5240,8
5241,2
5242,3
5243,3
5244,7
5245,1
5246,9
5247,0
5248,4
5249,6
5250,5
5251,6
5252,6
5253,6
5254,6
5255,0
5256,4
5257,9
5258,2
5259,9
5260,9
5261,3
5262,7
5263,8
5264,6
5265,6
5266,3
5267,4
5268,7
5269,9
5270,5
5271,7
5272,0
5273,1
5274,6
5275,7
5276,9
5277,5
5278,0
5279,2
5280,4
5281,2
5282,7
5283,6
5284,9
5285,4
5286,0
5287,5
5288,2
5289,4
5290,9
5291,5
5292,1
5293,9
5294,3
5295,4
5296,2
5297,7
5298,1
5299,6
5300,6
5301,3
5302,6
5303,0
5304,6
5305,1
5306,1
5307,7
5308,7
5309,9
5310,6
5311,2
5312,9
5313,9
5314,1
5315,4
5316,6
5317,2
5318,6
5319,2
5320,1
5321,8
5322,1
5323,7
5324,6
5325,0
5326,8
5327,5
5328,7
5329,9
5330,1
5331,0
5332,9
5333,6
5334,8
5335,9
5336,5
5337,9
5338,9
5339,4
5340,4
5341,8
5342,7
5343,5
5344,1
5345,8
5346,9
5347,9
5348,5
5349,5
5350,5
5351,5
5352,0
5353,3
5354,9
5355,1
5356,4
5357,2
5358,1
5359,5
5360,5
5361,7
5362,9
5363,5
5364,9
5365,8
5366,5
5367,7
5368,1
5369,7
5370,5
5371,0
5372,7
5373,0
5374,0
5375,9
5376,3
5377,1
5378,3
5379,8
5380,3
5381,0
5382,5
5383,3
5384,3
5385,5
5386,4
5387,1
5388,4
5389,6
5390,3
5391,5
5392,0
5393,3
5394,8
5395,4
5396,3
5397,6
5398,2
5399,6
5400,8
5401,5
5402,9
5403,1
5404,7
5405,2
5406,5
5407,4
5408,7
5409,8
5410,2
5411,3
5412,6
5413,4
5414,3
5415,9
5416,5
5417,4
5418,3
5419,5
5420,9
5421,8
5422,1
5423,9
5424,1
5425,2
5426,7
5427,4
5428,2
5429,9
5430,3
5431,4
5432,7
5433,2
5434,3
5435,4
5436,0
5437,5
5438,0
5439,3
5440,7
5441,4
5442,3
5443,8
5444,9
5445,1
5446,9
5447,3
5448,3
5449,3
5450,1
5451,5
5452,2
5453,1
5454,3
5455,7
5456,2
5457,6
5458,2
5459,4
5460,8
5461,1
5462,2
5463,3
5464,1
5465,8
5466,7
5467,3
5468,4
5469,5
5470,9
5471,3
5472,2
5473,3
5474,9
5475,4
5476,5
5477,9
5478,8
5479,6
5480,2
5481,1
5482,5
5483,8
5484,5
5485,5
5486,8
5487,3
5488,5
5489,0
5490,6
5491,4
5492,9
5493,7
5494,9
5495,3
5496,5
5497,3
5498,4
5499,6
5500,5
5501,5
5502,6
5503,9
5504,3
5505,9
5506,3
5507,4
5508,1
5509,6
5510,3
5511,0
5512,2
5513,8
5514,2
5515,5
5516,0
5517,1
5518,4
5519,5
5520,3
5521,4
5522,6
5523,9
5524,0
5525,4
5526,0
5527,4
5528,9
5529,8
5530,4
5531,7
5532,4
5533,4
5534,2
5535,9
5536,0
5537,7
5538,1
5539,7
5540,6
5541,1
5542,7
5543,7
5544,1
5545,8
5546,9
5547,8
5548,1
5549,0
5550,4
5551,1
5552,1
5553,5
5554,1
5555,4
5556,4
5557,2
5558,8
5559,7
5560,3
5561,7
5562,9
5563,5
5564,1
5565,2
5566,0
5567,5
5568,0
5569,0
5570,1
5571,8
5572,7
5573,8
5574,5
5575,1
5576,6
5577,3
5578,4
5579,2
5580,8
5581,4
5582,1
5583,5
5584,2
5585,5
5586,9
5587,1
5588,9
5589,8
5590,8
5591,5
5592,7
5593,8
5594,5
5595,5
5596,7
5597,1
5598,7
5599,2
5600,8
5601,7
5602,2
5603,1
5604,4
5605,4
5606,8
5607,9
5608,3
5609,0
5610,6
5611,7
5612,3
5613,2
5614,5
5615,0
5616,1
5617,8
5618,6
5619,6
5620,0
5621,6
5622,8
5623,1
5624,7
5625,7
5626,9
5627,1
5628,7
5629,4
5630,3
5631,2
5632,4
5633,0
5634,9
5635,3
5636,2
5637,6
5638,4
5639,7
5640,1
5641,7
5642,1
5643,6
5644,8
5645,6
5646,3
5647,1
5648,1
5649,6
5650,0
5651,0
5652,3
5653,4
5654,1
5655,4
5656,5
5657,3
5658,5
5659,0
5660,4
5661,8
5662,4
5663,3
5664,2
5665,0
5666,6
5667,8
5668,8
5669,8
5670,3
5671,3
5672,6
5673,8
5674,3
5675,6
5676,5
5677,1
5678,7
5679,2
5680,1
5681,8
5682,4
5683,0
5684,6
5685,4
5686,1
5687,4
5688,5
5689,1
5690,8
5691,0
5692,2
5693,5
5694,1
5695,0
5696,3
5697,2
5698,2
5699,2
5700,0
5701,4
5702,5
5703,0
5704,6
5705,5
5706,2
5707,7
5708,0
5709,5
5710,3
5711,9
5712,1
5713,2
5714,8
5715,9
5716,5
5717,7
5718,2
5719,6
5720,0
5721,6
5722,7
5723,9
5724,3
5725,1
5726,0
5727,6
5728,4
5729,3
5730,3
5731,5
5732,8
5733,7
5734,8
5735,8
5736,6
5737,5
5738,4
5739,4
5740,1
5741,0
5742,2
5743,3
5744,1
5745,5
5746,5
5747,8
5748,0
5749,8
5750,8
5751,8
5752,9
5753,8
5754,7
5755,1
5756,9
5757,1
5758,0
5759,5
5760,1
5761,7
5762,7
5763,1
5764,2
5765,7
5766,1
5767,8
5768,6
5769,0
5770,0
5771,3
5772,2
5773,2
5774,1
5775,1
5776,8
5777,8
5778,7
5779,2
5780,8
5781,2
5782,4
5783,8
5784,5
5785,2
5786,6
5787,4
5788,3
5789,3
5790,1
5791,6
5792,3
5793,5
5794,8
5795,2
5796,2
