,0
2142,7.0
2143,3.0
2144,4.0
2145,4.0
2146,6.0
2147,4.0
2148,5.0
2149,9.0
2150,2.0
2151,6.0
2152,2.0
2153,0.0
2154,1.0
2155,3.0
2156,9.0
2157,6.0
2158,4.0
2159,0.0
2160,3.0
2161,6.0
2162,4.0
2163,1.0
2164,3.0
2165,9.0
2166,6.0
2167,7.0
2168,1.0
2169,4.0
2170,9.0
2171,4.0
2172,7.0
2173,0.0
2174,5.0
2175,3.0
2176,1.0
2177,8.0
2178,7.0
2179,1.0
2180,4.0
2181,0.0
2182,3.0
2183,9.0
2184,5.0
2185,6.0
2186,2.0
2187,0.0
2188,4.0
2189,1.0
2190,4.0
2191,6.0
2192,2.0
2193,0.0
2194,2.0
2195,5.0
2196,2.0
2197,8.0
2198,4.0
2199,6.0
2200,1.0
2201,1.0
2202,9.0
2203,5.0
2204,9.0
2205,5.0
2206,5.0
2207,3.0
2208,9.0
2209,3.0
2210,2.0
2211,2.0
2212,4.0
2213,7.0
2214,7.0
2215,1.0
2216,4.0
2217,7.0
2218,2.0
2219,3.0
2220,6.0
2221,5.0
2222,4.0
2223,0.0
2224,2.0
2225,7.0
2226,8.0
2227,7.0
2228,0.0
2229,2.0
2230,9.0
2231,0.0
2232,0.0
2233,4.0
2234,2.0
2235,5.0
2236,4.0
2237,5.0
2238,4.0
2239,1.0
2240,7.0
2241,4.0
2242,0.0
2243,1.0
2244,5.0
2245,8.0
2246,0.0
2247,0.0
2248,8.0
2249,4.0
2250,9.0
2251,5.0
2252,9.0
2253,8.0
2254,2.0
2255,1.0
2256,1.0
2257,7.0
2258,7.0
2259,0.0
2260,7.0
2261,7.0
2262,5.0
2263,4.0
2264,7.0
2265,4.0
2266,1.0
2267,8.0
2268,4.0
2269,3.0
2270,2.0
2271,2.0
2272,8.0
2273,7.0
2274,2.0
2275,3.0
2276,8.0
2277,7.0
2278,5.0
2279,4.0
2280,9.0
2281,1.0
2282,0.0
2283,8.0
2284,1.0
2285,9.0
2286,1.0
2287,3.0
2288,7.0
2289,3.0
2290,4.0
2291,8.0
2292,7.0
2293,9.0
2294,0.0
2295,0.0
2296,3.0
2297,5.0
2298,0.0
2299,4.0
2300,1.0
2301,3.0
2302,2.0
2303,8.0
2304,8.0
2305,6.0
2306,9.0
2307,8.0
2308,1.0
2309,3.0
2310,6.0
2311,8.0
2312,9.0
2313,6.0
2314,5.0
2315,2.0
2316,3.0
2317,5.0
2318,7.0
2319,9.0
2320,1.0
2321,7.0
2322,8.0
2323,9.0
2324,4.0
2325,3.0
2326,9.0
2327,9.0
2328,8.0
2329,2.0
2330,8.0
2331,9.0
2332,8.0
2333,0.0
2334,4.0
2335,3.0
2336,6.0
2337,6.0
2338,3.0
2339,1.0
2340,4.0
2341,4.0
2342,5.0
2343,6.0
2344,1.0
2345,6.0
2346,7.0
2347,2.0
2348,8.0
2349,5.0
2350,3.0
2351,8.0
2352,5.0
2353,5.0
2354,9.0
2355,2.0
2356,2.0
2357,6.0
2358,8.0
2359,1.0
2360,6.0
2361,9.0
2362,0.0
2363,0.0
2364,5.0
2365,9.0
2366,1.0
2367,4.0
2368,9.0
2369,6.0
2370,3.0
2371,0.0
2372,5.0
2373,3.0
2374,9.0
2375,5.0
2376,3.0
2377,2.0
2378,3.0
2379,4.0
2380,8.0
2381,6.0
2382,1.0
2383,0.0
2384,6.0
2385,1.0
2386,1.0
2387,9.0
2388,3.0
2389,4.0
2390,8.0
2391,5.0
2392,9.0
2393,2.0
2394,3.0
2395,1.0
2396,4.0
2397,3.0
2398,7.0
2399,6.0
2400,5.0
2401,8.0
2402,8.0
2403,9.0
2404,2.0
2405,0.0
2406,9.0
2407,6.0
2408,5.0
2409,1.0
2410,8.0
2411,8.0
2412,4.0
2413,3.0
2414,4.0
2415,2.0
2416,1.0
2417,6.0
2418,4.0
2419,0.0
2420,7.0
2421,0.0
2422,8.0
2423,8.0
2424,5.0
2425,3.0
2426,5.0
2427,6.0
2428,1.0
2429,9.0
2430,8.0
2431,3.0
2432,7.0
2433,6.0
2434,0.0
2435,7.0
2436,5.0
2437,2.0
2438,6.0
2439,2.0
2440,6.0
2441,5.0
2442,7.0
2443,6.0
2444,7.0
2445,0.0
2446,6.0
2447,8.0
2448,2.0
2449,9.0
2450,9.0
2451,0.0
2452,8.0
2453,5.0
2454,6.0
2455,6.0
2456,4.0
2457,6.0
2458,7.0
2459,3.0
2460,3.0
2461,2.0
2462,5.0
2463,2.0
2464,4.0
2465,2.0
2466,0.0
2467,2.0
2468,9.0
2469,4.0
2470,5.0
2471,1.0
2472,0.0
2473,4.0
2474,9.0
2475,8.0
2476,3.0
2477,3.0
2478,6.0
2479,5.0
2480,4.0
2481,1.0
2482,2.0
2483,8.0
2484,0.0
2485,9.0
2486,5.0
2487,8.0
2488,3.0
2489,2.0
2490,1.0
2491,5.0
2492,1.0
2493,4.0
2494,1.0
2495,0.0
2496,2.0
2497,1.0
2498,4.0
2499,1.0
2500,7.0
2501,1.0
2502,0.0
2503,8.0
2504,0.0
2505,6.0
2506,8.0
2507,2.0
2508,7.0
2509,2.0
2510,8.0
2511,9.0
2512,2.0
2513,0.0
2514,3.0
2515,3.0
2516,4.0
2517,1.0
2518,8.0
2519,6.0
2520,6.0
2521,3.0
2522,4.0
2523,0.0
2524,9.0
2525,6.0
2526,2.0
2527,9.0
2528,8.0
2529,7.0
2530,2.0
2531,0.0
2532,7.0
2533,8.0
2534,0.0
2535,9.0
2536,8.0
2537,0.0
2538,8.0
2539,7.0
2540,9.0
2541,9.0
2542,4.0
2543,5.0
2544,5.0
2545,6.0
2546,3.0
2547,3.0
2548,4.0
2549,8.0
2550,8.0
2551,7.0
2552,1.0
2553,1.0
2554,9.0
2555,5.0
2556,8.0
2557,5.0
2558,0.0
2559,5.0
2560,5.0
2561,7.0
2562,4.0
2563,2.0
2564,2.0
2565,7.0
2566,0.0
2567,1.0
2568,7.0
2569,5.0
2570,2.0
2571,6.0
2572,5.0
2573,2.0
2574,3.0
2575,8.0
2576,5.0
2577,9.0
2578,3.0
2579,9.0
2580,3.0
2581,1.0
2582,2.0
2583,8.0
2584,5.0
2585,6.0
2586,9.0
2587,0.0
2588,6.0
2589,5.0
2590,0.0
2591,6.0
2592,7.0
2593,9.0
2594,9.0
2595,3.0
2596,7.0
2597,7.0
2598,6.0
2599,5.0
2600,8.0
2601,6.0
2602,4.0
2603,2.0
2604,2.0
2605,6.0
2606,7.0
2607,4.0
2608,1.0
2609,0.0
2610,8.0
2611,0.0
2612,4.0
2613,2.0
2614,5.0
2615,3.0
2616,7.0
2617,3.0
2618,6.0
2619,0.0
2620,9.0
2621,6.0
2622,8.0
2623,8.0
2624,7.0
2625,7.0
2626,4.0
2627,2.0
2628,0.0
2629,1.0
2630,1.0
2631,3.0
2632,3.0
2633,7.0
2634,3.0
2635,7.0
2636,0.0
2637,4.0
2638,3.0
2639,9.0
2640,3.0
2641,8.0
2642,7.0
2643,7.0
2644,4.0
2645,1.0
2646,8.0
2647,8.0
2648,8.0
2649,1.0
2650,7.0
2651,0.0
2652,6.0
2653,4.0
2654,4.0
2655,8.0
2656,8.0
2657,8.0
2658,0.0
2659,8.0
2660,9.0
2661,0.0
2662,3.0
2663,4.0
2664,4.0
2665,4.0
2666,1.0
2667,9.0
2668,6.0
2669,3.0
2670,5.0
2671,6.0
2672,4.0
2673,6.0
2674,2.0
2675,5.0
2676,3.0
2677,8.0
2678,6.0
2679,2.0
2680,8.0
2681,2.0
2682,3.0
2683,1.0
2684,6.0
2685,4.0
2686,6.0
2687,4.0
2688,9.0
2689,9.0
2690,5.0
2691,9.0
2692,2.0
2693,2.0
2694,1.0
2695,5.0
2696,6.0
2697,7.0
2698,6.0
2699,7.0
2700,2.0
2701,6.0
2702,5.0
2703,3.0
2704,6.0
2705,2.0
2706,2.0
2707,7.0
2708,5.0
2709,3.0
2710,2.0
2711,2.0
2712,3.0
2713,4.0
2714,8.0
2715,9.0
2716,3.0
2717,6.0
2718,7.0
2719,2.0
2720,0.0
2721,1.0
2722,2.0
2723,3.0
2724,0.0
2725,0.0
2726,8.0
2727,9.0
2728,6.0
2729,1.0
2730,2.0
2731,4.0
2732,4.0
2733,2.0
2734,3.0
2735,1.0
2736,5.0
2737,9.0
2738,3.0
2739,5.0
2740,5.0
2741,7.0
2742,4.0
2743,9.0
2744,8.0
2745,0.0
2746,1.0
2747,4.0
2748,4.0
2749,5.0
2750,0.0
2751,4.0
2752,8.0
2753,8.0
2754,2.0
2755,3.0
2756,4.0
2757,9.0
2758,5.0
2759,1.0
2760,1.0
2761,0.0
2762,9.0
2763,3.0
2764,6.0
2765,5.0
2766,7.0
2767,3.0
2768,7.0
2769,9.0
2770,7.0
2771,2.0
2772,2.0
2773,4.0
2774,1.0
2775,9.0
2776,0.0
2777,3.0
2778,9.0
2779,2.0
2780,9.0
2781,6.0
2782,7.0
2783,3.0
2784,6.0
2785,8.0
2786,8.0
2787,6.0
2788,7.0
2789,6.0
2790,7.0
2791,7.0
2792,5.0
2793,9.0
2794,6.0
2795,3.0
2796,4.0
2797,4.0
2798,7.0
2799,2.0
2800,2.0
2801,9.0
2802,1.0
2803,0.0
2804,6.0
2805,4.0
2806,0.0
2807,1.0
2808,2.0
2809,2.0
2810,3.0
2811,6.0
2812,3.0
2813,7.0
2814,1.0
2815,4.0
2816,6.0
2817,4.0
2818,6.0
2819,6.0
2820,0.0
2821,3.0
2822,3.0
2823,5.0
2824,7.0
2825,3.0
2826,8.0
2827,2.0
2828,9.0
2829,1.0
2830,7.0
2831,4.0
2832,4.0
2833,9.0
2834,7.0
2835,7.0
2836,1.0
2837,4.0
2838,6.0
2839,4.0
2840,8.0
2841,0.0
2842,4.0
2843,8.0
2844,7.0
2845,6.0
2846,8.0
2847,5.0
2848,9.0
2849,8.0
2850,9.0
2851,0.0
2852,1.0
2853,9.0
2854,3.0
2855,1.0
2856,5.0
2857,2.0
2858,1.0
2859,8.0
2860,5.0
2861,6.0
2862,5.0
2863,7.0
2864,9.0
2865,3.0
2866,1.0
2867,3.0
2868,4.0
2869,9.0
2870,4.0
2871,7.0
2872,8.0
2873,9.0
2874,6.0
2875,8.0
2876,2.0
2877,0.0
2878,0.0
2879,0.0
2880,3.0
2881,2.0
2882,9.0
2883,5.0
2884,6.0
2885,3.0
2886,2.0
2887,9.0
2888,1.0
2889,3.0
2890,3.0
2891,2.0
2892,9.0
2893,1.0
2894,9.0
2895,5.0
2896,2.0
2897,4.0
2898,1.0
2899,9.0
2900,1.0
2901,1.0
2902,7.0
2903,4.0
2904,9.0
2905,9.0
2906,0.0
2907,5.0
2908,6.0
2909,3.0
2910,2.0
2911,9.0
2912,0.0
2913,9.0
2914,1.0
2915,8.0
2916,1.0
2917,5.0
2918,1.0
2919,6.0
2920,3.0
2921,5.0
2922,2.0
2923,0.0
2924,0.0
2925,4.0
2926,4.0
2927,0.0
2928,9.0
2929,6.0
2930,5.0
2931,4.0
2932,2.0
2933,2.0
2934,1.0
2935,3.0
2936,8.0
2937,6.0
2938,8.0
2939,9.0
2940,7.0
2941,9.0
2942,7.0
2943,0.0
2944,2.0
2945,1.0
2946,4.0
2947,7.0
2948,2.0
2949,8.0
2950,5.0
2951,3.0
2952,9.0
2953,8.0
2954,2.0
2955,4.0
2956,3.0
2957,9.0
2958,2.0
2959,1.0
2960,8.0
2961,5.0
2962,7.0
2963,1.0
2964,6.0
2965,6.0
2966,1.0
2967,9.0
2968,2.0
2969,9.0
2970,9.0
2971,8.0
2972,9.0
2973,3.0
2974,5.0
2975,7.0
2976,0.0
2977,1.0
2978,0.0
2979,1.0
2980,0.0
2981,1.0
2982,2.0
2983,6.0
2984,0.0
2985,4.0
2986,3.0
2987,6.0
2988,4.0
2989,1.0
2990,3.0
2991,5.0
2992,0.0
2993,7.0
2994,2.0
2995,5.0
2996,3.0
2997,3.0
2998,0.0
2999,2.0
3000,7.0
3001,5.0
3002,2.0
3003,6.0
3004,0.0
3005,7.0
3006,8.0
3007,4.0
3008,6.0
3009,5.0
3010,1.0
3011,4.0
3012,3.0
3013,8.0
3014,1.0
3015,5.0
3016,3.0
3017,6.0
3018,9.0
3019,2.0
3020,8.0
3021,2.0
3022,7.0
3023,1.0
3024,2.0
3025,0.0
3026,2.0
3027,3.0
3028,3.0
3029,1.0
3030,2.0
3031,7.0
3032,8.0
3033,0.0
3034,0.0
3035,5.0
3036,0.0
3037,0.0
3038,5.0
3039,2.0
3040,6.0
3041,6.0
3042,0.0
3043,9.0
3044,8.0
3045,6.0
3046,6.0
3047,4.0
3048,4.0
3049,1.0
3050,6.0
3051,7.0
3052,6.0
3053,9.0
3054,6.0
3055,1.0
3056,4.0
3057,3.0
3058,4.0
3059,2.0
3060,7.0
3061,9.0
3062,4.0
3063,3.0
3064,9.0
3065,9.0
3066,7.0
3067,8.0
3068,4.0
3069,8.0
3070,6.0
3071,7.0
3072,9.0
3073,6.0
3074,6.0
3075,9.0
3076,8.0
3077,5.0
3078,0.0
3079,6.0
3080,2.0
3081,0.0
3082,6.0
3083,7.0
3084,2.0
3085,2.0
3086,0.0
3087,0.0
3088,3.0
3089,7.0
3090,2.0
3091,6.0
3092,2.0
3093,3.0
3094,9.0
3095,5.0
3096,3.0
3097,9.0
3098,1.0
3099,8.0
3100,8.0
3101,2.0
3102,7.0
3103,7.0
3104,4.0
3105,0.0
3106,6.0
3107,3.0
3108,6.0
3109,5.0
3110,2.0
3111,1.0
3112,0.0
3113,5.0
3114,0.0
3115,0.0
3116,1.0
3117,1.0
3118,3.0
3119,6.0
3120,4.0
3121,0.0
3122,0.0
3123,0.0
3124,1.0
3125,6.0
3126,7.0
3127,6.0
3128,0.0
3129,2.0
3130,1.0
3131,8.0
3132,6.0
3133,2.0
3134,7.0
3135,8.0
3136,2.0
3137,2.0
3138,2.0
3139,1.0
3140,9.0
3141,0.0
3142,6.0
3143,2.0
3144,4.0
3145,6.0
3146,5.0
3147,4.0
3148,8.0
3149,8.0
3150,5.0
3151,7.0
3152,8.0
3153,8.0
3154,9.0
3155,9.0
3156,0.0
3157,4.0
3158,2.0
3159,0.0
3160,9.0
3161,1.0
3162,2.0
3163,3.0
3164,7.0
3165,8.0
3166,2.0
3167,1.0
3168,3.0
3169,4.0
3170,0.0
3171,5.0
3172,7.0
3173,3.0
3174,5.0
3175,8.0
3176,0.0
3177,1.0
3178,9.0
3179,1.0
3180,3.0
3181,9.0
3182,2.0
3183,0.0
3184,7.0
3185,0.0
3186,5.0
3187,9.0
3188,4.0
3189,8.0
3190,1.0
3191,7.0
3192,6.0
3193,9.0
3194,7.0
3195,1.0
3196,4.0
3197,9.0
3198,1.0
3199,5.0
3200,4.0
3201,4.0
3202,8.0
3203,9.0
3204,5.0
3205,9.0
3206,9.0
3207,8.0
3208,6.0
3209,7.0
3210,6.0
3211,6.0
3212,8.0
3213,6.0
3214,8.0
3215,5.0
3216,7.0
3217,2.0
3218,7.0
3219,8.0
3220,5.0
3221,5.0
3222,5.0
3223,0.0
3224,1.0
3225,1.0
3226,1.0
3227,8.0
3228,7.0
3229,0.0
3230,0.0
3231,9.0
3232,7.0
3233,8.0
3234,2.0
3235,0.0
3236,6.0
3237,6.0
3238,9.0
3239,7.0
3240,7.0
3241,3.0
3242,2.0
3243,2.0
3244,4.0
3245,0.0
3246,1.0
3247,1.0
3248,3.0
3249,6.0
3250,5.0
3251,1.0
3252,6.0
3253,1.0
3254,5.0
3255,3.0
3256,8.0
3257,2.0
3258,3.0
3259,3.0
3260,6.0
3261,3.0
3262,8.0
3263,4.0
3264,0.0
3265,2.0
3266,7.0
3267,0.0
3268,4.0
3269,8.0
3270,3.0
3271,8.0
3272,8.0
3273,9.0
3274,0.0
3275,8.0
3276,1.0
3277,0.0
3278,0.0
3279,2.0
3280,3.0
3281,4.0
3282,9.0
3283,6.0
3284,8.0
3285,2.0
3286,3.0
3287,0.0
3288,6.0
3289,7.0
3290,9.0
3291,5.0
3292,2.0
3293,5.0
3294,7.0
3295,9.0
3296,3.0
3297,1.0
3298,9.0
3299,2.0
3300,6.0
3301,7.0
3302,3.0
3303,9.0
3304,5.0
3305,6.0
3306,5.0
3307,4.0
3308,5.0
3309,0.0
3310,3.0
3311,3.0
3312,7.0
3313,7.0
3314,1.0
3315,0.0
3316,2.0
3317,7.0
3318,5.0
3319,5.0
3320,2.0
3321,1.0
3322,3.0
3323,8.0
3324,9.0
3325,3.0
3326,5.0
3327,7.0
3328,6.0
3329,8.0
3330,1.0
3331,5.0
3332,2.0
3333,1.0
3334,7.0
3335,2.0
3336,5.0
3337,8.0
3338,3.0
3339,0.0
3340,8.0
3341,3.0
3342,8.0
3343,8.0
3344,8.0
3345,9.0
3346,2.0
3347,2.0
3348,5.0
3349,4.0
3350,7.0
3351,9.0
3352,0.0
3353,9.0
3354,9.0
3355,1.0
3356,8.0
3357,3.0
3358,8.0
3359,0.0
3360,1.0
3361,1.0
3362,3.0
3363,7.0
3364,1.0
3365,1.0
3366,5.0
3367,5.0
3368,9.0
3369,0.0
3370,1.0
3371,9.0
3372,0.0
3373,3.0
3374,1.0
3375,6.0
3376,7.0
3377,5.0
3378,2.0
3379,8.0
3380,6.0
3381,9.0
3382,0.0
3383,3.0
3384,8.0
3385,4.0
3386,4.0
3387,7.0
3388,9.0
3389,7.0
3390,0.0
3391,4.0
3392,2.0
3393,4.0
3394,9.0
3395,0.0
3396,1.0
3397,8.0
3398,0.0
3399,9.0
3400,6.0
3401,9.0
3402,9.0
3403,3.0
3404,6.0
3405,1.0
3406,5.0
3407,5.0
3408,9.0
3409,2.0
3410,0.0
3411,4.0
3412,4.0
3413,5.0
3414,4.0
3415,9.0
3416,4.0
3417,8.0
3418,4.0
3419,5.0
3420,0.0
3421,1.0
3422,7.0
3423,8.0
3424,4.0
3425,1.0
3426,1.0
3427,0.0
3428,4.0
3429,5.0
3430,7.0
3431,0.0
3432,2.0
3433,0.0
3434,3.0
3435,7.0
3436,1.0
3437,3.0
3438,7.0
3439,7.0
3440,0.0
3441,2.0
3442,8.0
3443,7.0
3444,5.0
3445,1.0
3446,9.0
3447,8.0
3448,7.0
3449,6.0
3450,8.0
3451,4.0
3452,6.0
3453,4.0
3454,8.0
3455,3.0
3456,9.0
3457,6.0
3458,2.0
3459,1.0
3460,1.0
3461,1.0
3462,2.0
3463,0.0
3464,5.0
3465,9.0
3466,4.0
3467,3.0
3468,8.0
3469,3.0
3470,1.0
3471,4.0
3472,2.0
3473,0.0
3474,1.0
3475,5.0
3476,7.0
3477,8.0
3478,0.0
3479,2.0
3480,9.0
3481,5.0
3482,9.0
3483,0.0
3484,0.0
3485,1.0
3486,7.0
3487,4.0
3488,4.0
3489,5.0
3490,3.0
3491,4.0
3492,9.0
3493,4.0
3494,3.0
3495,5.0
3496,5.0
3497,0.0
3498,1.0
3499,6.0
3500,6.0
3501,2.0
3502,0.0
3503,2.0
3504,8.0
3505,7.0
3506,8.0
3507,7.0
3508,5.0
3509,2.0
3510,3.0
3511,7.0
3512,4.0
3513,3.0
3514,0.0
3515,6.0
3516,9.0
3517,1.0
3518,6.0
3519,5.0
3520,7.0
3521,6.0
3522,1.0
3523,1.0
3524,3.0
3525,4.0
3526,0.0
3527,2.0
3528,6.0
3529,1.0
3530,0.0
3531,4.0
3532,0.0
3533,0.0
3534,8.0
3535,6.0
3536,1.0
3537,3.0
3538,5.0
3539,3.0
3540,4.0
3541,3.0
3542,8.0
3543,4.0
3544,5.0
3545,0.0
3546,8.0
3547,7.0
3548,4.0
3549,7.0
3550,3.0
3551,3.0
3552,8.0
3553,9.0
3554,3.0
3555,2.0
3556,1.0
3557,1.0
3558,5.0
3559,4.0
3560,2.0
3561,1.0
3562,1.0
3563,6.0
3564,6.0
3565,7.0
3566,8.0
3567,1.0
3568,2.0
3569,1.0
3570,9.0
3571,0.0
3572,8.0
3573,3.0
3574,4.0
3575,3.0
3576,9.0
3577,6.0
3578,2.0
3579,6.0
3580,9.0
3581,5.0
3582,1.0
3583,9.0
3584,5.0
3585,3.0
3586,2.0
3587,3.0
3588,2.0
3589,5.0
3590,6.0
3591,1.0
3592,5.0
3593,6.0
3594,7.0
3595,2.0
3596,9.0
3597,4.0
3598,9.0
3599,8.0
3600,5.0
3601,5.0
3602,1.0
3603,2.0
3604,1.0
3605,0.0
3606,4.0
3607,4.0
3608,9.0
3609,2.0
3610,9.0
3611,8.0
3612,2.0
3613,3.0
3614,0.0
3615,4.0
3616,6.0
3617,7.0
3618,2.0
3619,7.0
3620,5.0
3621,9.0
3622,1.0
3623,3.0
3624,9.0
3625,6.0
3626,9.0
3627,2.0
3628,2.0
3629,0.0
3630,4.0
3631,0.0
3632,4.0
3633,3.0
3634,4.0
3635,6.0
3636,4.0
3637,9.0
3638,0.0
3639,5.0
3640,1.0
3641,3.0
3642,9.0
3643,1.0
3644,3.0
3645,7.0
3646,6.0
3647,7.0
3648,4.0
3649,4.0
3650,3.0
3651,9.0
3652,9.0
3653,0.0
3654,0.0
3655,3.0
3656,3.0
3657,6.0
3658,3.0
3659,7.0
3660,2.0
3661,5.0
3662,5.0
3663,4.0
3664,2.0
3665,7.0
3666,2.0
3667,0.0
3668,0.0
3669,2.0
3670,2.0
3671,0.0
3672,8.0
3673,8.0
3674,5.0
3675,6.0
3676,8.0
3677,5.0
3678,7.0
3679,8.0
3680,3.0
3681,5.0
3682,5.0
3683,7.0
3684,8.0
3685,2.0
3686,6.0
3687,9.0
3688,5.0
3689,7.0
3690,3.0
3691,6.0
3692,5.0
3693,4.0
3694,7.0
3695,1.0
3696,0.0
3697,9.0
3698,1.0
3699,3.0
3700,1.0
3701,4.0
3702,1.0
3703,0.0
3704,7.0
3705,0.0
3706,7.0
3707,7.0
3708,2.0
3709,8.0
3710,5.0
3711,1.0
3712,4.0
3713,4.0
3714,8.0
3715,7.0
3716,6.0
3717,0.0
3718,8.0
3719,9.0
3720,1.0
3721,7.0
3722,3.0
3723,9.0
3724,4.0
3725,0.0
3726,8.0
3727,2.0
3728,9.0
3729,2.0
3730,1.0
3731,1.0
3732,9.0
3733,7.0
3734,5.0
3735,6.0
3736,6.0
3737,9.0
3738,5.0
3739,2.0
3740,8.0
3741,7.0
3742,6.0
3743,0.0
3744,4.0
3745,3.0
3746,1.0
3747,9.0
3748,8.0
3749,7.0
3750,7.0
3751,4.0
3752,5.0
3753,4.0
3754,2.0
3755,8.0
3756,3.0
3757,4.0
3758,5.0
3759,1.0
3760,9.0
3761,9.0
3762,3.0
3763,0.0
3764,1.0
3765,1.0
3766,6.0
3767,9.0
3768,4.0
3769,6.0
3770,7.0
3771,1.0
3772,5.0
3773,7.0
3774,5.0
3775,1.0
3776,4.0
3777,2.0
3778,6.0
3779,0.0
3780,5.0
3781,1.0
3782,1.0
3783,4.0
3784,5.0
3785,1.0
3786,6.0
3787,7.0
3788,2.0
3789,4.0
3790,1.0
3791,9.0
3792,9.0
3793,0.0
3794,4.0
3795,1.0
3796,6.0
3797,8.0
3798,3.0
3799,0.0
3800,8.0
3801,3.0
3802,4.0
3803,9.0
3804,3.0
3805,5.0
3806,7.0
3807,6.0
3808,7.0
3809,1.0
3810,4.0
3811,1.0
3812,2.0
3813,8.0
3814,0.0
3815,3.0
3816,1.0
3817,3.0
3818,3.0
3819,7.0
3820,7.0
3821,5.0
3822,2.0
3823,2.0
3824,1.0
3825,3.0
3826,4.0
3827,0.0
3828,9.0
3829,4.0
3830,5.0
3831,8.0
3832,5.0
3833,7.0
3834,2.0
3835,9.0
3836,1.0
3837,3.0
3838,7.0
3839,9.0
3840,0.0
3841,5.0
3842,1.0
3843,4.0
3844,9.0
3845,6.0
3846,5.0
3847,6.0
3848,8.0
3849,5.0
3850,8.0
3851,8.0
3852,3.0
3853,3.0
3854,7.0
3855,4.0
3856,3.0
3857,3.0
3858,7.0
3859,0.0
3860,7.0
3861,2.0
3862,8.0
3863,0.0
3864,4.0
3865,5.0
3866,1.0
3867,2.0
3868,3.0
3869,8.0
3870,6.0
3871,5.0
3872,5.0
3873,2.0
3874,4.0
3875,6.0
3876,9.0
3877,2.0
3878,7.0
3879,8.0
3880,0.0
3881,1.0
3882,2.0
3883,5.0
3884,3.0
3885,3.0
3886,7.0
3887,2.0
3888,8.0
3889,3.0
3890,0.0
3891,3.0
3892,9.0
3893,2.0
3894,2.0
3895,2.0
3896,8.0
3897,2.0
3898,9.0
3899,0.0
3900,5.0
3901,1.0
3902,4.0
3903,8.0
3904,5.0
3905,4.0
3906,3.0
3907,2.0
3908,0.0
3909,8.0
3910,8.0
3911,2.0
3912,6.0
3913,4.0
3914,6.0
3915,9.0
3916,6.0
3917,9.0
3918,9.0
3919,9.0
3920,3.0
3921,0.0
3922,9.0
3923,8.0
3924,6.0
3925,1.0
3926,1.0
3927,0.0
3928,9.0
3929,6.0
3930,4.0
3931,3.0
3932,9.0
3933,6.0
3934,5.0
3935,1.0
3936,4.0
3937,1.0
3938,8.0
3939,5.0
3940,2.0
3941,9.0
3942,5.0
3943,0.0
3944,4.0
3945,6.0
3946,1.0
3947,6.0
3948,0.0
3949,5.0
3950,6.0
3951,7.0
3952,9.0
3953,9.0
3954,9.0
3955,6.0
3956,6.0
3957,1.0
3958,1.0
3959,9.0
3960,5.0
3961,5.0
3962,0.0
3963,6.0
3964,4.0
3965,5.0
3966,8.0
3967,2.0
3968,4.0
3969,1.0
3970,0.0
3971,2.0
3972,5.0
3973,8.0
3974,6.0
3975,6.0
3976,2.0
3977,4.0
3978,9.0
3979,4.0
3980,7.0
3981,1.0
3982,9.0
3983,1.0
3984,1.0
3985,1.0
3986,6.0
3987,1.0
3988,1.0
3989,6.0
3990,9.0
3991,6.0
3992,0.0
3993,4.0
3994,9.0
3995,1.0
3996,3.0
3997,5.0
3998,8.0
3999,6.0
4000,2.0
4001,0.0
4002,7.0
4003,2.0
4004,3.0
4005,9.0
4006,3.0
4007,5.0
4008,8.0
4009,2.0
4010,4.0
4011,6.0
4012,5.0
4013,9.0
4014,1.0
4015,8.0
4016,0.0
4017,4.0
4018,1.0
4019,6.0
4020,1.0
4021,6.0
4022,0.0
4023,5.0
4024,0.0
4025,2.0
4026,8.0
4027,6.0
4028,0.0
4029,6.0
4030,6.0
4031,8.0
4032,1.0
4033,1.0
4034,5.0
4035,6.0
4036,4.0
4037,6.0
4038,8.0
4039,6.0
4040,5.0
4041,2.0
4042,3.0
4043,6.0
4044,2.0
4045,2.0
4046,7.0
4047,7.0
4048,9.0
4049,6.0
4050,0.0
4051,1.0
4052,7.0
4053,6.0
4054,9.0
4055,7.0
4056,6.0
4057,2.0
4058,1.0
4059,7.0
4060,7.0
4061,2.0
4062,8.0
4063,0.0
4064,9.0
4065,7.0
4066,9.0
4067,7.0
4068,3.0
4069,0.0
4070,4.0
4071,0.0
4072,8.0
4073,5.0
4074,0.0
4075,8.0
4076,3.0
4077,9.0
4078,2.0
4079,2.0
4080,4.0
4081,5.0
4082,8.0
4083,8.0
4084,7.0
4085,1.0
4086,5.0
4087,6.0
4088,5.0
4089,3.0
4090,3.0
4091,6.0
4092,9.0
4093,2.0
4094,4.0
4095,1.0
4096,2.0
4097,9.0
4098,8.0
4099,4.0
4100,3.0
4101,8.0
4102,3.0
4103,3.0
4104,6.0
4105,2.0
4106,1.0
4107,3.0
4108,8.0
4109,6.0
4110,5.0
4111,7.0
4112,1.0
4113,9.0
4114,5.0
4115,4.0
4116,4.0
4117,7.0
4118,1.0
4119,0.0
4120,9.0
4121,7.0
4122,5.0
4123,2.0
4124,0.0
4125,9.0
4126,4.0
4127,9.0
4128,0.0
4129,4.0
4130,2.0
4131,8.0
4132,1.0
4133,1.0
4134,0.0
4135,0.0
4136,0.0
4137,6.0
4138,6.0
4139,1.0
4140,7.0
